last_name,first_name,player_id,year,b_total_pa,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,slg_percent,on_base_percent,on_base_plus_slg,b_catcher_interf,b_hit_by_pitch,b_out_fly,b_out_ground,b_out_line_drive,b_out_popup,
McKinstry,Zach,656716,2021,172,18,9,0,7,50,10,.405,.262,.667,0,1,24,39,9,4,
MullinsII,Cedric,656775,2021,675,103,37,5,30,125,59,.518,.359,.877,1,8,91,134,45,36,
O'Hearn,Ryan,656811,2021,254,38,5,1,9,71,13,.369,.268,.636,0,2,38,53,15,8,
Peters,DJ,656847,2021,240,21,9,1,13,82,12,.422,.242,.663,0,2,28,44,11,16,
Rivera,Emmanuel,656896,2021,98,18,4,0,1,21,8,.333,.316,.650,0,0,10,26,7,3,
Schwarber,Kyle,656941,2021,471,55,19,0,32,127,64,.554,.374,.928,0,6,55,79,18,16,
Smith,Pavin,656976,2021,545,91,27,4,11,106,42,.404,.328,.732,0,4,69,129,37,24,
Thomas,Lane,657041,2021,264,29,15,2,7,63,37,.412,.341,.752,0,0,30,57,12,12,
Tucker,Cole,657061,2021,131,18,4,2,2,33,13,.342,.298,.640,0,0,14,34,6,4,
Verdugo,Alex,657077,2021,604,110,32,2,13,96,51,.426,.351,.777,0,4,70,173,34,19,
White,Evan,657108,2021,104,9,3,0,2,31,6,.237,.202,.439,0,1,13,24,7,8,
Alvarez,Eddy,657193,2021,74,6,4,1,1,18,4,.328,.297,.625,0,6,11,15,6,2,
Webb,Logan,657277,2021,53,2,2,1,1,21,2,.283,.151,.434,0,0,6,15,1,2,
O'Grady,Brian,657434,2021,61,3,3,0,2,17,8,.333,.262,.596,0,0,8,13,2,5,
DeJong,Paul,657557,2021,402,40,10,1,19,103,35,.390,.284,.674,0,9,63,80,24,18,
Laureano,Ramon,657656,2021,378,47,21,2,14,98,27,.443,.317,.760,0,9,48,84,15,12,
Sheets,Gavin,657757,2021,179,21,8,0,11,40,16,.506,.324,.830,0,2,13,47,9,11,
Fuentes,Joshua,658069,2021,284,42,11,1,7,65,12,.351,.257,.608,0,0,53,58,15,19,
Olivares,Edward,658668,2021,111,17,2,0,5,19,5,.406,.288,.694,0,3,15,31,9,5,
Moncada,Yoan,660162,2021,616,89,33,1,14,157,84,.412,.375,.787,0,10,51,119,40,17,
Ohtani,Shohei,660271,2021,639,58,26,8,46,189,96,.592,.372,.965,0,4,74,101,20,16,
Tsutsugo,Yoshi,660294,2021,262,29,12,1,8,72,29,.383,.305,.688,0,1,41,46,10,12,
Arauz,Jonathan,660620,2021,75,6,3,0,3,15,8,.369,.267,.636,0,0,7,20,5,7,
Hernandez,Yonny,660634,2021,166,26,5,0,0,32,17,.252,.313,.565,0,4,14,52,11,4,
AcunaJr.,Ronald,660670,2021,360,40,19,1,24,85,49,.596,.394,.990,0,9,44,51,20,18,
Ruiz,Keibert,660688,2021,96,18,3,0,3,9,6,.409,.333,.742,0,2,15,24,7,9,
Sanchez,Jesus,660821,2021,251,33,8,2,14,78,20,.489,.319,.808,0,3,25,54,9,4,
Park,Hoy,660829,2021,150,15,5,2,3,38,18,.336,.293,.629,1,1,23,32,6,6,
Contreras,William,661388,2021,185,22,4,1,8,54,19,.399,.303,.701,0,2,22,43,7,3,
Varsho,Daulton,662139,2021,315,40,17,2,11,67,30,.437,.317,.754,0,0,43,60,20,25,
Jones,Jahmai,663330,2021,72,7,3,0,0,26,4,.194,.208,.402,0,1,11,9,5,6,
Nootbaar,Lars,663457,2021,124,17,3,1,5,28,13,.422,.315,.737,0,0,15,31,4,6,
Hoerner,Nico,663538,2021,170,35,10,0,0,25,17,.369,.382,.751,0,3,20,41,13,6,
Riley,Austin,663586,2021,662,112,33,1,33,168,52,.531,.367,.898,0,12,70,109,42,29,
Madrigal,Nick,663611,2021,215,45,10,4,2,17,11,.425,.349,.774,0,3,20,81,16,4,
Larnach,Trevor,663616,2021,301,39,12,0,7,104,31,.350,.322,.672,0,8,28,56,10,6,
Mountcastle,Ryan,663624,2021,586,79,23,1,33,161,41,.487,.309,.796,0,4,86,101,33,22,
McKenna,Ryan,663630,2021,197,22,6,1,2,74,24,.266,.289,.556,0,2,12,33,16,5,
Hayes,Ke'Bryan,663647,2021,396,65,20,2,6,87,31,.373,.316,.689,0,1,39,115,21,9,
